koi_pdisposition,koi_score,koi_fpflag_ss,koi_fpflag_nt,koi_fpflag_ec,koi_fpflag_co,koi_depth,koi_period,koi_teq,koi_model_snr
CANDIDATE,1.0,0,0,0,0,155.9,6.23968392,1060.0,9.0
CANDIDATE,0.998,0,0,0,0,296.3,3.60082855,927.0,17.9
CANDIDATE,0.999,0,0,0,0,173.5,15.5714121,399.0,13.0
CANDIDATE,0.98,0,0,0,0,149.6,3.59645081,1327.0,16.2
CANDIDATE,0.554,0,0,0,0,98.2,20.6579443,728.0,14.1
FALSE POSITIVE,0.0,0,0,1,1,186.6,0.760941405,1817.0,15.2
FALSE POSITIVE,0.409,0,1,0,0,536.9,137.665706,720.0,11.7
FALSE POSITIVE,0.0,0,0,1,0,71.8,1.54038914,1638.0,9.1
FALSE POSITIVE,0.0,1,0,0,0,8591.9,71.76236302,665.0,1134.3
CANDIDATE,0.571,0,0,0,0,225.9,16.3368863,642.0,12.1
CANDIDATE,1.0,0,0,0,0,921.7,1.63668262,2562.0,12.9
CANDIDATE,0.579,0,0,0,0,191.2,11.615625,905.0,8.8
CANDIDATE,0.947,0,0,0,0,150.2,110.978266,463.0,14.0
FALSE POSITIVE,0.0,0,1,1,1,43.8,0.9523784540000001,2528.0,17.4
CANDIDATE,0.999,0,0,0,0,184.0,6.08003714,808.0,17.7
CANDIDATE,0.992,0,0,0,0,696.9,3.035206175,1143.0,19.1
FALSE POSITIVE,0.0,1,0,0,1,116.1,2.21316437,1374.0,27.9
FALSE POSITIVE,0.0,0,1,1,1,26.9,0.530967987,4196.0,24.1
CANDIDATE,0.974,0,0,0,0,193.1,6.30558387,1125.0,9.5
CANDIDATE,0.7,0,0,0,0,142.0,41.6757509,690.0,22.6
FALSE POSITIVE,0.0,0,0,1,1,35.6,8.4803326,1390.0,11.0
CANDIDATE,0.868,0,0,0,0,133.8,0.609926502,2141.0,15.3
FALSE POSITIVE,0.0,0,1,1,0,170.6,0.750744255,2074.0,50.4
CANDIDATE,0.992,0,0,0,0,77.3,0.9916596459999999,2102.0,13.5
CANDIDATE,0.99,0,0,0,0,291.0,49.4746966,498.0,17.2
FALSE POSITIVE,0.0,0,0,0,1,380.9,118.609553,299.0,13.1
CANDIDATE,0.936,0,0,0,0,130.9,1.62888267,1327.0,12.5
FALSE POSITIVE,0.0,0,1,0,0,79.4,0.616386349,3552.0,21.9
CANDIDATE,0.528,0,0,0,0,226.8,1.9200625869999999,1189.0,12.6
FALSE POSITIVE,0.0,0,0,0,1,123.0,7.07162308,1162.0,16.9
CANDIDATE,0.992,0,0,0,0,68.1,6.96352699,1298.0,17.4
CANDIDATE,0.997,0,0,0,0,1213.9,64.2729088,554.0,27.4
CANDIDATE,0.931,0,0,0,0,63.2,3.4327371,1134.0,15.3
FALSE POSITIVE,0.0,1,0,0,1,93.2,13.8452726,1276.0,10.4
FALSE POSITIVE,0.0,0,1,1,0,24.9,0.566801617,3018.0,26.4
CANDIDATE,0.885,0,0,0,0,98.7,0.909127736,1818.0,13.9
CANDIDATE,0.741,0,0,0,0,135.7,1.450889836,1700.0,15.7
CANDIDATE,0.994,0,0,0,0,310.9,5.72716067,794.0,16.0
CANDIDATE,0.939,0,0,0,0,162.7,10.30148508,934.0,12.6
CANDIDATE,0.914,0,0,0,0,44.5,17.8007815,816.0,14.2
CANDIDATE,0.907,0,0,0,0,66.3,1.7178598409999999,2212.0,9.5
FALSE POSITIVE,0.0,0,0,0,1,265.4,0.447861451,2263.0,20.3
CANDIDATE,0.979,0,0,0,0,366.8,7.3422467,837.0,11.8
CANDIDATE,0.935,0,0,0,0,40.5,8.1134681,1127.0,10.5
CANDIDATE,0.947,0,0,0,0,1820.5,3.0362087389999997,520.0,26.0
CANDIDATE,1.0,0,0,0,0,283.1,18.0541469,635.0,19.3
CANDIDATE,0.991,0,0,0,0,87.2,5.4675514,1078.0,10.4
FALSE POSITIVE,0.0,1,0,0,1,16445.0,1.01530474,2324.0,1823.0
CANDIDATE,0.84,0,0,0,0,1104.4,94.180473,478.0,15.6
CANDIDATE,0.996,0,0,0,0,277.2,1.538185321,1234.0,15.2
FALSE POSITIVE,0.0,1,0,1,1,56.7,1.332567643,1482.0,24.0
FALSE POSITIVE,0.0,0,0,1,1,43.7,1.089076495,2016.0,15.3
FALSE POSITIVE,0.002,0,0,0,1,85.9,1.6627103140000001,2307.0,23.8
FALSE POSITIVE,0.0,1,0,0,1,340.4,0.888478095,1665.0,24.6
FALSE POSITIVE,0.0,0,0,1,1,69.7,2.18242002,1283.0,13.8
FALSE POSITIVE,0.0,1,0,0,0,975.6,0.503999678,1605.0,96.8
FALSE POSITIVE,0.0,0,0,1,1,167.0,2.66588544,1041.0,17.2
CANDIDATE,0.754,0,0,0,0,229.0,2.44232399,1029.0,14.1
CANDIDATE,0.994,0,0,0,0,85.4,7.61758198,1020.0,13.4
CANDIDATE,0.958,0,0,0,0,214.0,42.1003351,466.0,13.9
CANDIDATE,0.995,0,0,0,0,59.8,2.20923119,1507.0,14.3
CANDIDATE,1.0,0,0,0,0,217.7,5.88350251,949.0,11.9
FALSE POSITIVE,0.0,0,1,0,1,64.1,0.662457501,3295.0,13.5
FALSE POSITIVE,0.0,0,0,1,0,127.0,1.33258458,1868.0,14.4
FALSE POSITIVE,0.089,0,0,0,1,22.3,1.182862515,2800.0,16.5
FALSE POSITIVE,0.146,1,0,0,0,97.0,0.539915033,1871.0,17.6
CANDIDATE,0.951,0,0,0,0,87.9,2.20829637,1709.0,12.0
CANDIDATE,0.996,0,0,0,0,124.3,0.849906734,1139.0,12.0
CANDIDATE,0.998,0,0,0,0,163.4,26.6565737,903.0,18.8
FALSE POSITIVE,0.125,0,1,0,0,33.9,4.4408541,1642.0,12.0
CANDIDATE,0.998,0,0,0,0,97.6,8.18504859,892.0,12.5
FALSE POSITIVE,0.0,1,0,0,0,233.6,10.78438513,1397.0,15.6
CANDIDATE,1.0,0,0,0,0,71.2,10.42317343,901.0,11.2
FALSE POSITIVE,0.0,0,1,1,0,166.0,0.566804221,1737.0,31.0
FALSE POSITIVE,0.006,0,0,0,1,135.7,2.022658,1482.0,17.4
CANDIDATE,1.0,0,0,0,0,73.4,1.8679943,1291.0,10.0
CANDIDATE,0.694,0,0,0,0,196.3,8.9172863,931.0,7.2
FALSE POSITIVE,0.0,1,0,0,1,226.2,0.519437968,2402.0,25.4
CANDIDATE,1.0,0,0,0,0,20.2,1.33807075,2008.0,8.5
FALSE POSITIVE,0.0,1,0,1,0,141.7,1.105095798,1445.0,17.4
FALSE POSITIVE,0.087,0,1,0,0,213.5,10.2239787,2364.0,6.5
CANDIDATE,0.917,0,0,0,0,480.1,56.4148314,535.0,16.4
FALSE POSITIVE,0.0,0,1,0,0,83.2,2.18079098,2767.0,69.3
CANDIDATE,0.974,0,0,0,0,109.0,20.9254083,729.0,15.5
CANDIDATE,0.905,0,0,0,0,106.8,13.0600399,630.0,12.5
FALSE POSITIVE,0.012,0,0,0,1,78.6,0.641069613,2196.0,10.5
FALSE POSITIVE,0.0,0,0,1,1,101.1,2.2430415,1344.0,8.1
FALSE POSITIVE,0.0,1,0,0,0,266.1,1.21475168,3302.0,7.9
CANDIDATE,0.999,0,0,0,0,71.7,17.3731821,901.0,14.0
CANDIDATE,0.972,0,0,0,0,130.5,1.97507424,1477.0,15.0
CANDIDATE,0.896,0,0,0,0,83.2,27.4784659,736.0,12.3
FALSE POSITIVE,0.0,0,0,1,1,95.4,1.30627214,1490.0,10.3
FALSE POSITIVE,0.0,1,0,1,0,96.9,0.933732791,1773.0,13.8
CANDIDATE,0.965,0,0,0,0,78.6,3.3879165,1336.0,10.4
CANDIDATE,1.0,0,0,0,0,80.3,10.81315417,1045.0,16.6
FALSE POSITIVE,0.0,0,1,1,0,618.7,359.08368,268.0,10.8
CANDIDATE,1.0,0,0,0,0,473.6,58.7488629,425.0,13.6
FALSE POSITIVE,0.0,0,0,1,1,116.5,3.74784374,1226.0,12.8
CANDIDATE,0.651,0,0,0,0,113.1,64.740274,518.0,16.4
CANDIDATE,0.898,0,0,0,0,35.1,5.38299284,1253.0,10.7
FALSE POSITIVE,0.0,0,0,1,1,111.6,1.71028117,1454.0,13.8
CANDIDATE,0.98,0,0,0,0,183.3,2.0481582,1346.0,11.7
CANDIDATE,0.934,0,0,0,0,567.7,140.251943,271.0,11.9
CANDIDATE,0.986,0,0,0,0,132.3,14.7179342,784.0,12.7
FALSE POSITIVE,0.0,1,0,0,1,174.4,0.570828503,986.0,13.9
FALSE POSITIVE,0.0,0,1,1,0,40.5,0.9093148109999999,2503.0,30.2
CANDIDATE,0.975,0,0,0,0,809.2,207.24785,189.0,13.2
CANDIDATE,1.0,0,0,0,0,69.9,5.99078221,987.0,8.6
FALSE POSITIVE,0.0,0,0,0,1,90.7,14.0801852,798.0,6.9
FALSE POSITIVE,0.493,0,0,0,1,509.5,2.440839436,986.0,14.4
CANDIDATE,1.0,0,0,0,0,138.5,19.2527652,740.0,10.8
FALSE POSITIVE,0.0,0,0,0,1,166.0,3.28931936,1364.0,11.1
FALSE POSITIVE,0.0,0,0,1,0,33.6,1.08195208,1526.0,12.4
FALSE POSITIVE,0.0,1,0,1,1,114.3,0.512583041,2363.0,17.1
CANDIDATE,1.0,0,0,0,0,83.2,2.29794819,1547.0,12.2
CANDIDATE,1.0,0,0,0,0,76.5,4.54586982,868.0,24.4
CANDIDATE,0.98,0,0,0,0,85.1,3.48754109,988.0,7.3
CANDIDATE,0.971,0,0,0,0,79.2,8.0772455,1228.0,12.5
FALSE POSITIVE,0.276,0,0,0,1,47.6,21.5819776,746.0,17.3
CANDIDATE,0.999,0,0,0,0,65.3,5.75651958,1089.0,11.2
CANDIDATE,0.98,0,0,0,0,308.4,91.95723,497.0,12.3
CANDIDATE,0.944,0,0,0,0,170.7,7.51731745,861.0,10.7
FALSE POSITIVE,0.0,1,0,0,1,1546.4,0.5925629689999999,1967.0,100.4
CANDIDATE,1.0,0,0,0,0,257.3,44.6966177,637.0,15.3
CANDIDATE,0.965,0,0,0,0,112.5,8.5275894,1049.0,10.4
CANDIDATE,1.0,0,0,0,0,34.2,3.07714195,1493.0,9.9
CANDIDATE,1.0,0,0,0,0,243.0,3.83488354,1003.0,10.9
FALSE POSITIVE,0.003,0,0,0,1,76.3,5.81289843,1102.0,9.5
FALSE POSITIVE,0.0,0,0,0,1,49.2,0.6311067220000001,1945.0,17.6
CANDIDATE,0.944,0,0,0,0,239.8,114.336052,429.0,13.0
FALSE POSITIVE,0.0,0,1,0,1,308.0,0.63938062,2566.0,97.5
CANDIDATE,0.972,0,0,0,0,104.6,8.8233996,929.0,13.3
FALSE POSITIVE,0.0,0,1,1,1,188.3,0.566801045,2348.0,34.9
CANDIDATE,0.997,0,0,0,0,196.8,1.5184181,1926.0,15.9
FALSE POSITIVE,0.0,0,1,0,1,104.8,0.96807117,1487.0,15.4
FALSE POSITIVE,0.0,0,0,1,1,23.3,3.55661906,1518.0,11.4
CANDIDATE,0.872,0,0,0,0,784.1,40.0691482,458.0,10.5
CANDIDATE,1.0,0,0,0,0,66.9,11.6933447,950.0,12.7
FALSE POSITIVE,0.0,0,1,1,0,4.5,0.56256804,5127.0,11.8
CANDIDATE,0.998,0,0,0,0,85.2,4.02745396,1250.0,10.8
CANDIDATE,0.917,0,0,0,0,20.4,4.96061094,1272.0,12.5
CANDIDATE,0.446,0,0,0,0,124.0,1.4733245,1576.0,11.9
CANDIDATE,0.665,0,0,0,0,152.5,101.952048,428.0,10.3
FALSE POSITIVE,0.0,0,0,0,1,100.5,2.41795911,878.0,10.1
CANDIDATE,1.0,0,0,0,0,205.3,5.93218209,1000.0,14.9
CANDIDATE,0.967,0,0,0,0,591.0,96.384483,400.0,10.4
CANDIDATE,1.0,0,0,0,0,134.6,6.05552018,844.0,9.8
CANDIDATE,0.989,0,0,0,0,78.4,12.4418003,576.0,11.4
CANDIDATE,0.603,0,0,0,0,152.0,54.333582,513.0,10.5
CANDIDATE,1.0,0,0,0,0,34.3,4.11754421,1581.0,22.1
FALSE POSITIVE,0.0,0,1,0,0,14.0,2.78801663,2287.0,21.8
CANDIDATE,1.0,0,0,0,0,309.4,3.94660745,981.0,12.7
FALSE POSITIVE,0.0,0,0,1,1,99.5,4.99473798,917.0,17.5
CANDIDATE,1.0,0,0,0,0,1041.2,122.749053,348.0,15.0
CANDIDATE,0.985,0,0,0,0,15.5,4.37992345,1608.0,13.9
FALSE POSITIVE,0.001,0,0,0,1,51.8,26.190289,793.0,9.3
CANDIDATE,0.8,0,0,0,0,305.4,3.70858595,995.0,11.3
CANDIDATE,0.998,0,0,0,0,197.3,9.4527721,832.0,11.3
CANDIDATE,0.894,0,0,0,0,194.1,4.3638313,976.0,10.3
CANDIDATE,1.0,0,0,0,0,83.2,6.18943952,783.0,26.8
CANDIDATE,1.0,0,0,0,0,187.4,6.83006228,882.0,12.1
CANDIDATE,0.983,0,0,0,0,312.2,17.1622587,674.0,11.7
CANDIDATE,1.0,0,0,0,0,136.8,5.19898615,1035.0,11.5
CANDIDATE,0.806,0,0,0,0,304.1,8.70179611,750.0,11.8
CANDIDATE,0.988,0,0,0,0,113.6,14.74426,784.0,11.9
FALSE POSITIVE,0.0,0,0,1,1,30.9,0.933747395,2596.0,26.7
CANDIDATE,0.996,0,0,0,0,292.0,35.0175053,617.0,12.8
CANDIDATE,0.995,0,0,0,0,217.4,47.3128645,658.0,17.6
CANDIDATE,0.987,0,0,0,0,61.1,6.1082945,1267.0,10.8
FALSE POSITIVE,0.0,0,1,1,1,115.6,119.72007,410.0,9.0
FALSE POSITIVE,0.0,0,1,0,0,19.5,1.27839331,2853.0,15.2
FALSE POSITIVE,0.0,0,1,0,1,143.8,0.58675746,2157.0,18.4
CANDIDATE,1.0,0,0,0,0,76.9,22.599501,734.0,2.9
CANDIDATE,1.0,0,0,0,0,111.6,7.28171395,1086.0,14.4
FALSE POSITIVE,0.0,0,0,0,1,142.0,8.0386699,926.0,11.6
CANDIDATE,1.0,0,0,0,0,617.8,44.9851885,433.0,12.7
FALSE POSITIVE,0.0,0,0,0,1,160.9,6.67410577,1022.0,12.6
CANDIDATE,1.0,0,0,0,0,267.7,5.89089509,985.0,11.7
CANDIDATE,0.995,0,0,0,0,325.3,4.13029832,995.0,8.7
FALSE POSITIVE,0.002,0,0,0,1,137.5,4.60690612,950.0,13.3
FALSE POSITIVE,0.0,0,0,1,1,86.7,1.50178705,1617.0,13.4
FALSE POSITIVE,0.0,1,0,0,0,34.3,0.49966496200000005,2056.0,31.6
FALSE POSITIVE,0.0,1,0,1,1,501.7,17.4453935,770.0,16.4
CANDIDATE,0.831,0,0,0,0,125.4,201.325036,410.0,14.2
CANDIDATE,1.0,0,0,0,0,236.5,5.59346375,1008.0,9.5
CANDIDATE,0.97,0,0,0,0,237.0,3.44928111,966.0,9.7
FALSE POSITIVE,0.0,0,0,1,0,84.4,1.4725859,1662.0,13.3
CANDIDATE,0.986,0,0,0,0,98.2,37.9043889,693.0,13.9
FALSE POSITIVE,0.0,1,0,0,1,75.4,1.44438449,1980.0,10.8
CANDIDATE,0.983,0,0,0,0,30.4,6.88297756,1141.0,13.2
CANDIDATE,1.0,0,0,0,0,186.1,2.049602348,1203.0,11.3
CANDIDATE,0.844,0,0,0,0,158.6,53.285584,537.0,11.0
CANDIDATE,0.96,0,0,0,0,28.9,5.8943338,1092.0,10.7
CANDIDATE,0.809,0,0,0,0,350.4,8.119343,794.0,8.2
CANDIDATE,1.0,0,0,0,0,77.8,7.74347801,727.0,24.4
CANDIDATE,0.988,0,0,0,0,80.8,18.0071438,799.0,13.1
CANDIDATE,0.997,0,0,0,0,210.0,5.60473115,866.0,11.9
CANDIDATE,0.686,0,0,0,0,179.2,2.49915311,983.0,13.4
CANDIDATE,0.695,0,0,0,0,430.8,105.997107,373.0,10.9
FALSE POSITIVE,0.0,0,0,1,1,80.2,2.48882685,1477.0,14.2
CANDIDATE,0.993,0,0,0,0,40.0,6.30432354,1510.0,10.7
FALSE POSITIVE,0.0,0,1,0,1,92.5,0.968065631,1487.0,14.0
FALSE POSITIVE,0.003,0,0,0,1,309.2,17.6604653,690.0,11.3
CANDIDATE,0.842,0,0,0,0,228.2,3.38419892,1074.0,11.5
CANDIDATE,0.842,0,0,0,0,95.6,1.69999106,934.0,10.6
CANDIDATE,0.97,0,0,0,0,58.0,1.19260017,1726.0,11.7
FALSE POSITIVE,0.0,0,1,1,1,41.2,4.2059745,1263.0,7.7
FALSE POSITIVE,0.405,0,1,0,0,1002.8,216.456055,320.0,14.2
FALSE POSITIVE,0.0,0,1,1,0,20.2,0.566803216,2642.0,15.5
FALSE POSITIVE,0.0,0,0,1,1,487.4,37.809539,483.0,9.7
CANDIDATE,0.942,0,0,0,0,281.7,12.003678,503.0,12.0
CANDIDATE,1.0,0,0,0,0,78.7,5.17624997,1243.0,13.4
FALSE POSITIVE,0.001,0,0,0,1,158.4,0.589458602,1848.0,17.3
CANDIDATE,0.872,0,0,0,0,116.5,3.91794676,1030.0,13.5
CANDIDATE,1.0,0,0,0,0,39.2,6.0059966,1130.0,7.8
CANDIDATE,0.828,0,0,0,0,13.6,4.22426989,1069.0,11.0
CANDIDATE,0.999,0,0,0,0,43.6,56.3479517,586.0,15.1
FALSE POSITIVE,0.0,0,1,0,0,12.1,0.9341815790000001,3268.0,19.8
CANDIDATE,0.939,0,0,0,0,83.4,19.9778599,773.0,12.8
CANDIDATE,0.961,0,0,0,0,196.3,17.543847,658.0,9.9
CANDIDATE,1.0,0,0,0,0,50.8,3.8183717,1683.0,11.8
FALSE POSITIVE,0.0,0,0,1,1,88.5,3.74779583,1324.0,14.4
CANDIDATE,0.835,0,0,0,0,530.9,9.07829171,984.0,7.0
FALSE POSITIVE,0.0,0,1,1,1,162.9,0.91842238,1525.0,12.9
CANDIDATE,1.0,0,0,0,0,121.4,9.74048508,673.0,25.8
FALSE POSITIVE,0.0,0,0,1,0,78.2,5.35745121,1457.0,16.4
FALSE POSITIVE,0.0,1,0,1,0,112.2,2.16132662,687.0,25.3
CANDIDATE,0.655,0,0,0,0,233.5,6.41097179,886.0,8.5
CANDIDATE,0.552,0,0,0,0,50.9,6.76289308,1337.0,14.6
CANDIDATE,0.752,0,0,0,0,362.6,75.2116373,516.0,13.1
CANDIDATE,0.936,0,0,0,0,159.4,6.36283414,956.0,9.9
CANDIDATE,1.0,0,0,0,0,41.1,7.53737498,1210.0,11.3
FALSE POSITIVE,0.003,0,0,0,1,45.0,1.09844642,2921.0,15.1
FALSE POSITIVE,0.0,0,0,1,0,238.3,25.94947,508.0,8.2
CANDIDATE,0.521,0,0,0,0,49.0,7.57600886,778.0,12.5
FALSE POSITIVE,0.0,0,0,1,0,30.2,1.8789138,3330.0,17.8
CANDIDATE,0.999,0,0,0,0,150.7,41.8681996,492.0,12.5
FALSE POSITIVE,0.0,1,0,0,1,43.4,0.514771509,2113.0,12.0
CANDIDATE,0.992,0,0,0,0,154.9,8.61742738,733.0,11.3
FALSE POSITIVE,0.0,0,0,0,1,56.6,5.00749378,1499.0,14.7
CANDIDATE,1.0,0,0,0,0,631.9,196.436796,292.0,14.4
CANDIDATE,0.851,0,0,0,0,296.2,8.8303681,676.0,10.9
CANDIDATE,0.886,0,0,0,0,106.5,12.85755895,860.0,14.2
FALSE POSITIVE,0.0,0,1,1,1,45.6,0.566810643,1976.0,17.2
CANDIDATE,0.791,0,0,0,0,70.9,33.502923,645.0,12.5
CANDIDATE,0.898,0,0,0,0,404.4,148.568877,555.0,11.6
CANDIDATE,0.949,0,0,0,0,71.2,9.3335486,1082.0,11.7
FALSE POSITIVE,0.01,0,0,0,1,92.0,2.21030572,1572.0,11.4
CANDIDATE,0.817,0,0,0,0,462.0,9.54060855,735.0,11.2
FALSE POSITIVE,0.191,0,0,0,1,203.2,5.99321872,952.0,9.5
CANDIDATE,0.98,0,0,0,0,98.0,1.80926734,1444.0,10.9
FALSE POSITIVE,0.0,1,0,1,1,133.5,0.70544189,1960.0,13.9
CANDIDATE,0.915,0,0,0,0,172.0,5.04413987,862.0,10.2
FALSE POSITIVE,0.0,0,0,1,1,13.5,0.933728755,2777.0,17.9
CANDIDATE,0.904,0,0,0,0,40.0,5.3694084,974.0,8.0
CANDIDATE,0.995,0,0,0,0,32.2,5.65690281,1159.0,10.4
FALSE POSITIVE,0.0,0,0,0,1,68.4,0.7345737659999999,2061.0,11.4
FALSE POSITIVE,0.0,0,0,1,0,46.3,1.332580225,3111.0,16.4
CANDIDATE,0.962,0,0,0,0,164.9,7.4299322,1024.0,9.8
CANDIDATE,0.8,0,0,0,0,164.9,79.334347,500.0,14.6
CANDIDATE,0.878,0,0,0,0,81.2,5.68251605,1090.0,9.4
CANDIDATE,1.0,0,0,0,0,145.0,7.99144696,901.0,12.8
FALSE POSITIVE,0.0,0,1,0,0,13.1,2.9039446,2637.0,32.0
FALSE POSITIVE,0.348,0,1,0,0,1087.0,68.538296,1031.0,11.3
CANDIDATE,0.607,0,0,0,0,99.6,4.52628739,1089.0,12.5
FALSE POSITIVE,0.0,1,0,1,1,68.1,0.643007769,1070.0,10.3
CANDIDATE,0.996,0,0,0,0,245.4,0.597018404,1578.0,16.5
CANDIDATE,0.955,0,0,0,0,94.1,4.82025124,1018.0,8.5
CANDIDATE,1.0,0,0,0,0,211.1,12.4019263,713.0,9.5
CANDIDATE,0.882,0,0,0,0,456.2,152.823896,395.0,9.9
FALSE POSITIVE,0.129,0,1,0,0,178.8,77.915425,367.0,9.2
CANDIDATE,0.156,0,0,0,0,666.1,358.818895,262.0,11.5
CANDIDATE,0.972,0,0,0,0,355.3,284.727213,278.0,12.7
FALSE POSITIVE,0.0,0,0,1,1,80.9,3.74786694,1176.0,19.1
CANDIDATE,0.924,0,0,0,0,428.2,30.5392931,669.0,15.0
FALSE POSITIVE,0.0,1,0,0,1,47.8,0.913244995,1967.0,10.2
CANDIDATE,0.996,0,0,0,0,70.8,8.31224474,801.0,12.2
FALSE POSITIVE,0.0,1,0,0,1,66.2,0.584148495,2130.0,21.9
CANDIDATE,0.999,0,0,0,0,124.0,12.6362048,774.0,11.5
FALSE POSITIVE,0.0,0,1,0,1,208.1,0.8241801209999999,1912.0,39.7
FALSE POSITIVE,0.0,0,1,0,1,467.9,0.579770948,1953.0,44.3
FALSE POSITIVE,0.0,0,1,0,0,33.0,0.92225589,2206.0,7.1
CANDIDATE,0.999,0,0,0,0,81.9,7.94004281,1010.0,10.7
CANDIDATE,0.961,0,0,0,0,85.4,2.85855049,1212.0,11.4
FALSE POSITIVE,0.0,0,0,1,1,215.8,0.75499096,1949.0,9.9
CANDIDATE,1.0,0,0,0,0,44.0,8.95294046,1012.0,13.0
CANDIDATE,0.987,0,0,0,0,50.2,4.84350003,1121.0,10.4
CANDIDATE,0.926,0,0,0,0,160.9,36.7614011,475.0,16.2
CANDIDATE,0.949,0,0,0,0,366.0,4.373570433,727.0,14.5
FALSE POSITIVE,0.0,1,0,0,0,3452.0,43.0759115,1032.0,323.1
CANDIDATE,0.985,0,0,0,0,435.8,154.674369,371.0,13.5
FALSE POSITIVE,0.0,0,0,0,1,33.4,1.02087831,1903.0,9.9
FALSE POSITIVE,0.001,0,0,0,1,109.7,1.26132769,447.0,9.9
FALSE POSITIVE,0.0,1,0,0,0,3027.0,6.09406648,1417.0,19.0
FALSE POSITIVE,0.0,1,0,1,0,54.8,1.1578141,2133.0,27.8
CANDIDATE,0.997,0,0,0,0,99.2,15.9513866,849.0,9.2
CANDIDATE,0.964,0,0,0,0,45.5,7.7859111,939.0,12.0
FALSE POSITIVE,0.002,0,0,0,1,108.2,2.44926655,1033.0,10.7
FALSE POSITIVE,0.0,0,0,1,1,100.8,2.17812826,1206.0,10.4
FALSE POSITIVE,0.0,0,0,1,1,92.7,1.33259494,1665.0,7.8
FALSE POSITIVE,0.0,0,0,1,1,60.5,2.05048377,1339.0,14.3
FALSE POSITIVE,0.0,0,0,1,1,26.9,1.19550618,2152.0,13.3
CANDIDATE,0.984,0,0,0,0,293.3,2.94242323,1098.0,14.7
FALSE POSITIVE,0.0,0,1,0,0,143.3,0.6830829979999999,6757.0,26.1
FALSE POSITIVE,0.0,0,1,0,1,509.2,0.791771167,3419.0,82.4
FALSE POSITIVE,0.0,1,0,0,0,86.2,0.894172544,1461.0,16.9
FALSE POSITIVE,0.002,0,0,0,1,54.7,1.68207624,1980.0,11.1
CANDIDATE,0.981,0,0,0,0,141.9,9.8480917,711.0,9.7
FALSE POSITIVE,0.002,0,0,0,1,111.0,0.9696025509999999,1334.0,10.4
CANDIDATE,0.967,0,0,0,0,37.5,13.0914878,892.0,8.0
FALSE POSITIVE,0.0,0,0,0,1,88.1,9.25801294,1229.0,12.9
FALSE POSITIVE,0.0,1,0,1,1,122.7,25.9554044,656.0,11.6
FALSE POSITIVE,0.0,0,0,1,1,153.4,3.74788208,979.0,13.6
FALSE POSITIVE,0.0,0,1,0,0,247.5,0.93479255,2040.0,78.3
FALSE POSITIVE,0.001,0,0,0,1,86.4,0.89628253,1670.0,13.0
FALSE POSITIVE,0.0,0,0,1,0,35.9,1.67495622,1843.0,15.3
CANDIDATE,0.767,0,0,0,0,411.1,54.0812235,431.0,11.6
FALSE POSITIVE,0.0,0,0,0,1,59.2,8.2344072,1263.0,11.5
FALSE POSITIVE,0.0,0,0,1,1,131.4,3.5564279,972.0,12.3
FALSE POSITIVE,0.0,0,1,0,1,539.2,0.9429979940000001,1283.0,29.2
FALSE POSITIVE,0.0,0,1,1,1,144.1,0.566796775,931.0,32.2
FALSE POSITIVE,0.334,0,0,0,1,75.0,13.6471211,913.0,14.7
CANDIDATE,0.972,0,0,0,0,470.5,16.473474,612.0,13.0
FALSE POSITIVE,0.0,0,0,1,1,242.6,3.74788322,1031.0,16.3
CANDIDATE,0.967,0,0,0,0,325.4,8.5291223,911.0,12.8
FALSE POSITIVE,0.0,0,0,1,1,76.2,1.08906057,1511.0,10.4
FALSE POSITIVE,0.0,1,0,1,0,68.4,0.716709761,2394.0,21.2
FALSE POSITIVE,0.0,0,0,0,1,352.8,4.1083812,1058.0,11.4
CANDIDATE,0.934,0,0,0,0,68.3,1.962282625,1448.0,12.9
CANDIDATE,0.999,0,0,0,0,69.9,6.4546845,1244.0,10.8
FALSE POSITIVE,0.0,0,1,1,0,102.7,1.04588635,1972.0,13.2
CANDIDATE,0.815,0,0,0,0,224.9,0.49424766200000003,2257.0,18.1
CANDIDATE,0.506,0,0,0,0,41.4,11.8299383,1177.0,11.7
FALSE POSITIVE,0.0,0,0,1,1,89.5,1.23521458,1713.0,5.0
FALSE POSITIVE,0.0,1,0,0,1,238.1,1.0852298740000001,1632.0,7.6
FALSE POSITIVE,0.0,0,0,1,1,76.9,1.5403795569999998,1581.0,14.6
CANDIDATE,0.999,0,0,0,0,197.2,5.30179786,973.0,11.5
CANDIDATE,1.0,0,0,0,0,50.2,3.60011712,938.0,21.6
CANDIDATE,0.973,0,0,0,0,354.4,9.32867952,806.0,12.7
CANDIDATE,1.0,0,0,0,0,223.7,6.38671206,811.0,11.6
FALSE POSITIVE,0.0,0,0,0,1,899.0,158.348345,409.0,17.6
CANDIDATE,1.0,0,0,0,0,60.3,0.7417682940000001,3380.0,14.0
FALSE POSITIVE,0.0,0,1,1,1,125.8,0.93376962,1937.0,28.5
CANDIDATE,1.0,0,0,0,0,227.5,61.083322,465.0,11.5
CANDIDATE,0.995,0,0,0,0,89.9,3.5944891,1178.0,10.4
FALSE POSITIVE,0.0,0,1,0,1,246.8,0.7394048940000001,1256.0,21.0
CANDIDATE,1.0,0,0,0,0,252.1,4.8608059,925.0,8.9
CANDIDATE,0.965,0,0,0,0,33.0,4.04481159,1325.0,7.5
